GISID,mapId,mapcoords_,mapcoords1,Colony
139223,1580968,166.5052392,-77.66571633,Little Razorback
139238,1581000,166.350744,-77.67396424,Tent Island
139256,1581061,166.3700559,-77.66296582,Inaccessible Island
139258,1581068,166.3314321,-77.65746299,Inaccessible Island
139261,1581076,166.4473035,-77.67671233,Big Razorback
139262,1581077,166.4473035,-77.684953,Big Razorback
139267,1581088,166.5052392,-77.684953,Big Razorback
139273,1581106,166.3893678,-77.65746299,Inaccessible Island
139275,1581110,166.3700559,-77.68769869,Tent Island
139286,1581138,166.8528535,-77.72059992,Hutton Cliffs
139312,1581213,166.5245511,-77.66846624,Little Razorback
139321,1581226,166.4859273,-77.66846624,Little Razorback
139325,1581235,166.8142297,-77.66296582,Turks Head Tryggve
139329,1581243,166.4473035,-77.66571633,Little Razorback
139331,1581245,166.3314321,-77.67396424,Tent Island
139350,1581297,166.3314321,-77.66571633,Inaccessible Island
139358,1581314,166.5245511,-77.66571633,Little Razorback
139362,1581326,166.4859273,-77.684953,Big Razorback
139370,1581340,166.756294,-77.74248596,Turtle Rock
139374,1581355,166.756294,-77.66296582,Turks Head Tryggve
139377,1581363,166.3700559,-77.69318825,Tent Island
139385,1581381,166.3700559,-77.684953,Tent Island
139386,1581382,166.8528535,-77.72607503,Hutton Cliffs
139389,1581386,166.5052392,-77.66846624,Little Razorback
139393,1581410,166.4666154,-77.67945983,Big Razorback
139409,1581458,166.5245511,-77.68769869,Big Razorback
139417,1581477,166.4859273,-77.68769869,Big Razorback
139419,1581483,166.9301011,-77.7069016,South Base
139420,1581484,166.4666154,-77.67121554,Little Razorback
139426,1581494,166.8335416,-77.72881169,Hutton Cliffs
139429,1581497,166.3893678,-77.66021471,Inaccessible Island
139430,1581501,166.350744,-77.68769869,Tent Island
139433,1581507,166.4859273,-77.68220672,Big Razorback
139436,1581515,166.9107892,-77.70141807,South Base
139438,1581517,166.350744,-77.69044377,Tent Island
139439,1581522,166.7369821,-77.65746299,Turks Head Tryggve
139457,1581568,166.8914773,-77.70416014,South Base
139460,1581585,166.7949178,-77.74521901,Turtle Rock
139468,1581603,166.7369821,-77.74521901,Turtle Rock
139472,1581612,166.4473035,-77.66021471,Little Razorback
139482,1581638,166.4473035,-77.66296582,Little Razorback
139485,1581645,166.4666154,-77.68769869,Big Razorback
139488,1581653,166.350744,-77.65471067,Inaccessible Island
139498,1581676,166.7949178,-77.74248596,Turtle Rock
139503,1581685,166.4859273,-77.67945983,Big Razorback
139518,1581722,166.756294,-77.74521901,Turtle Rock
139528,1581749,166.3893678,-77.68220672,Tent Island
139551,1581810,166.4666154,-77.69044377,Big Razorback
139554,1581817,166.3700559,-77.67945983,Tent Island
139561,1581835,166.3893678,-77.69318825,Tent Island
139566,1581860,166.7949178,-77.66296582,Turks Head Tryggve
139567,1581865,166.5245511,-77.67945983,Big Razorback
139580,1581914,166.7369821,-77.66846624,Turks Head Tryggve
139588,1581940,166.6790463,-77.65746299,Turks Head Tryggve
139589,1581942,166.3121201,-77.66021471,Inaccessible Island
139599,1581972,166.8721654,-77.71786146,Hutton Cliffs
139625,1582051,166.8528535,-77.73154774,Hutton Cliffs
139626,1582053,166.8335416,-77.73154774,Hutton Cliffs
139627,1582057,166.3893678,-77.684953,Tent Island
139629,1582069,166.3700559,-77.65471067,Inaccessible Island
139632,1582083,166.3314321,-77.66296582,Inaccessible Island
139633,1582084,166.3700559,-77.69044377,Tent Island
139634,1582087,166.4279916,-77.66571633,Little Razorback
139638,1582095,166.4859273,-77.66296582,Little Razorback
139642,1582104,166.8721654,-77.72607503,Hutton Cliffs
139644,1582112,166.3700559,-77.69593212,Tent Island
139649,1582127,166.756294,-77.74795147,Turtle Rock
139651,1582130,166.8335416,-77.66571633,Turks Head Tryggve
139668,1582166,166.7756059,-77.67121554,Turks Head Tryggve
139683,1582204,166.5052392,-77.66296582,Little Razorback
139684,1582209,166.7949178,-77.66571633,Turks Head Tryggve
139694,1582241,166.350744,-77.67671233,Tent Island
139695,1582243,166.7176702,-77.66571633,Turks Head Tryggve
139699,1582250,166.9107892,-77.7069016,South Base
139700,1582252,166.4666154,-77.66846624,Little Razorback
139707,1582268,166.6983582,-77.65471067,Turks Head Tryggve
139711,1582292,166.7949178,-77.74795147,Turtle Rock
139716,1582305,166.4279916,-77.66296582,Little Razorback
139722,1582330,166.7176702,-77.66021471,Turks Head Tryggve
139724,1582333,166.6983582,-77.65746299,Turks Head Tryggve
139725,1582334,166.4666154,-77.67671233,Big Razorback
139728,1582340,166.8142297,-77.66846624,Turks Head Tryggve
139743,1582386,166.8721654,-77.72059992,Hutton Cliffs
139745,1582389,166.7756059,-77.74248596,Turtle Rock
139749,1582398,166.756294,-77.73975231,Turtle Rock
139750,1582405,166.350744,-77.684953,Tent Island
139770,1582453,166.6983582,-77.66296582,Turks Head Tryggve
139771,1582454,166.4666154,-77.66296582,Little Razorback
139772,1582457,166.3314321,-77.684953,Tent Island
139777,1582465,166.8335416,-77.72607503,Hutton Cliffs
139793,1582509,166.4473035,-77.67396424,Big Razorback
139816,1582551,166.4279916,-77.66021471,Little Razorback
139826,1582574,166.350744,-77.68220672,Tent Island
139832,1582594,166.3314321,-77.68220672,Tent Island
139837,1582604,166.3893678,-77.69044377,Tent Island
139838,1582605,166.350744,-77.65746299,Inaccessible Island
139839,1582607,166.5245511,-77.684953,Big Razorback
139853,1582641,166.8528535,-77.72881169,Hutton Cliffs
139874,1582672,166.8914773,-77.70964247,South Base
139875,1582676,166.9301011,-77.6986754,South Base
139893,1582725,166.7369821,-77.74248596,Turtle Rock
139894,1582726,166.9301011,-77.70141807,South Base
139896,1582729,166.3893678,-77.68769869,Tent Island
139897,1582730,166.9107892,-77.70416014,South Base
139901,1582736,166.7369821,-77.66571633,Turks Head Tryggve
139902,1582737,166.3700559,-77.66571633,Inaccessible Island
139905,1582743,166.3893678,-77.66296582,Inaccessible Island
139911,1582758,166.4473035,-77.67945983,Big Razorback
139921,1582778,166.7756059,-77.74795147,Turtle Rock
139930,1582796,166.3314321,-77.66021471,Inaccessible Island
139975,1582901,166.7756059,-77.74521901,Turtle Rock
139976,1582902,166.5052392,-77.67671233,Big Razorback
139981,1582915,166.4666154,-77.68220672,Big Razorback
139987,1582932,166.5052392,-77.68769869,Big Razorback
139989,1582938,166.7756059,-77.66846624,Turks Head Tryggve
139993,1582951,166.4859273,-77.66021471,Little Razorback
140007,1582996,166.3314321,-77.67671233,Tent Island
140015,1583017,166.3314321,-77.67945983,Tent Island
140020,1583027,166.3314321,-77.65471067,Inaccessible Island
140029,1583066,166.4666154,-77.684953,Big Razorback
140030,1583073,166.5052392,-77.68220672,Big Razorback
140031,1583076,166.7756059,-77.73975231,Turtle Rock
140032,1583077,166.7949178,-77.66846624,Turks Head Tryggve
140034,1583082,166.4859273,-77.69044377,Big Razorback
140037,1583085,166.8528535,-77.73701805,Hutton Cliffs
140044,1583105,166.4473035,-77.66846624,Little Razorback
140054,1583123,166.350744,-77.67121554,Tent Island
140068,1583156,166.8142297,-77.66571633,Turks Head Tryggve
140076,1583179,166.9107892,-77.70964247,South Base
140079,1583195,166.3314321,-77.67121554,Tent Island
140080,1583201,166.9301011,-77.70416014,South Base
140096,1583244,166.7176702,-77.65746299,Turks Head Tryggve
140099,1583256,166.4859273,-77.66571633,Little Razorback
140101,1583267,166.4279916,-77.66846624,Little Razorback
140106,1583279,166.6983582,-77.66021471,Turks Head Tryggve
140121,1583319,166.3700559,-77.67671233,Tent Island
140124,1583339,166.350744,-77.69318825,Tent Island
140137,1583385,166.3700559,-77.66021471,Inaccessible Island
140138,1583386,166.3893678,-77.67945983,Tent Island
140142,1583399,166.543863,-77.66846624,Little Razorback
140145,1583411,166.3700559,-77.68220672,Tent Island
140149,1583417,166.8335416,-77.73701805,Hutton Cliffs
140161,1583454,166.7176702,-77.66296582,Turks Head Tryggve
140162,1583459,166.756294,-77.66021471,Turks Head Tryggve
140168,1583485,166.6790463,-77.65471067,Turks Head Tryggve
140173,1583495,166.4859273,-77.67671233,Big Razorback
140179,1583512,166.5245511,-77.67671233,Big Razorback
140180,1583515,166.8721654,-77.72333777,Hutton Cliffs
140181,1583520,166.756294,-77.65746299,Turks Head Tryggve
140203,1583583,166.5245511,-77.68220672,Big Razorback
140205,1583590,166.8335416,-77.66846624,Turks Head Tryggve
140218,1583626,166.8528535,-77.7342832,Hutton Cliffs
140221,1583630,166.350744,-77.66296582,Inaccessible Island
140224,1583644,166.3121201,-77.66296582,Inaccessible Island
142588,1607401,166.7900658,-77.66758434,Turks Head Tryggve
142590,1607407,166.8286896,-77.66483424,Turks Head Tryggve
142603,1607427,166.345892,-77.68681814,Tent Island
142624,1607467,166.4038277,-77.69230809,Tent Island
142628,1607474,166.8866253,-77.70328075,South Base
142633,1607482,166.3652039,-77.6538278,Inaccessible Island
142659,1607534,166.3652039,-77.65933223,Inaccessible Island
142669,1607553,166.8286896,-77.73340594,Hutton Cliffs
142677,1607572,166.751442,-77.67033384,Turks Head Tryggve
142678,1607574,166.6935062,-77.65933223,Turks Head Tryggve
142683,1607584,166.4810753,-77.66758434,Little Razorback
142686,1607593,166.4424515,-77.66758434,Little Razorback
142689,1607599,166.345892,-77.67583102,Tent Island
142696,1607613,166.7321301,-77.66758434,Turks Head Tryggve
142705,1607632,166.345892,-77.67308273,Tent Island
142711,1607641,166.7900658,-77.74980721,Turtle Rock
142713,1607643,166.8093777,-77.66758434,Turks Head Tryggve
142715,1607647,166.3845158,-77.65933223,Inaccessible Island
142722,1607660,166.5003872,-77.67583102,Big Razorback
142726,1607675,166.5196991,-77.66758434,Little Razorback
142734,1607692,166.4424515,-77.66208354,Little Razorback
142735,1607693,166.751442,-77.66208354,Turks Head Tryggve
142746,1607706,166.5196991,-77.67583102,Big Razorback
142748,1607710,166.8480015,-77.73067029,Hutton Cliffs
142757,1607721,166.5196991,-77.68681814,Big Razorback
142761,1607725,166.4424515,-77.66483424,Little Razorback
142766,1607733,166.944561,-77.70053849,South Base
142774,1607751,166.751442,-77.65933223,Turks Head Tryggve
142781,1607761,166.32658,-77.65933223,Inaccessible Island
142789,1607777,166.4810753,-77.68956342,Big Razorback
142793,1607789,166.9252491,-77.70602241,South Base
142800,1607805,166.8286896,-77.73887543,Hutton Cliffs
142804,1607811,166.7707539,-77.74980721,Turtle Rock
142814,1607827,166.345892,-77.6538278,Inaccessible Island
142819,1607837,166.3845158,-77.66208354,Inaccessible Island
142820,1607838,166.8480015,-77.72793404,Hutton Cliffs
142822,1607841,166.6935062,-77.66208354,Turks Head Tryggve
142824,1607846,166.5196991,-77.67033384,Little Razorback
142829,1607865,166.8286896,-77.73067029,Hutton Cliffs
142836,1607877,166.8673134,-77.71972169,Hutton Cliffs
142842,1607889,166.345892,-77.6785787,Tent Island
142844,1607891,166.8093777,-77.67033384,Turks Head Tryggve
142854,1607910,166.3652039,-77.68407227,Tent Island
142864,1607928,166.7707539,-77.74160928,Turtle Rock
142867,1607934,166.5196991,-77.6785787,Big Razorback
142899,1607989,166.7900658,-77.67033384,Turks Head Tryggve
142915,1608018,166.5003872,-77.66208354,Little Razorback
142927,1608042,166.3652039,-77.68956342,Tent Island
142928,1608043,166.3652039,-77.67583102,Tent Island
142943,1608081,166.5003872,-77.68681814,Big Razorback
142949,1608096,166.3652039,-77.67308273,Tent Island
142961,1608121,166.345892,-77.68407227,Tent Island
142977,1608156,166.4810753,-77.68132579,Big Razorback
142980,1608162,166.4038277,-77.65933223,Inaccessible Island
142987,1608174,166.32658,-77.65658032,Inaccessible Island
142998,1608196,166.7707539,-77.74434252,Turtle Rock
143013,1608237,166.3845158,-77.69230809,Tent Island
143014,1608238,166.345892,-77.66758434,Inaccessible Island
143019,1608244,166.8480015,-77.72245974,Hutton Cliffs
143032,1608263,166.3652039,-77.66208354,Inaccessible Island
143054,1608310,166.9059372,-77.70328075,South Base
143071,1608334,166.4617634,-77.68132579,Big Razorback
143074,1608338,166.6935062,-77.65107468,Turks Head Tryggve
143087,1608368,166.7900658,-77.74160928,Turtle Rock
143095,1608391,166.4617634,-77.65933223,Little Razorback
143097,1608396,166.4617634,-77.67308273,Big Razorback
143098,1608404,166.4424515,-77.65933223,Little Razorback
143100,1608408,166.4617634,-77.66208354,Little Razorback
143104,1608414,166.4617634,-77.66483424,Little Razorback
143111,1608430,166.4617634,-77.68407227,Big Razorback
143123,1608452,166.7321301,-77.66483424,Turks Head Tryggve
143134,1608469,166.7128181,-77.66483424,Turks Head Tryggve
143137,1608485,166.3072681,-77.65933223,Inaccessible Island
143138,1608486,166.4424515,-77.68132579,Big Razorback
143142,1608494,166.8480015,-77.73340594,Hutton Cliffs
143164,1608539,166.5003872,-77.67033384,Little Razorback
143167,1608545,166.5196991,-77.68407227,Big Razorback
143172,1608550,166.7321301,-77.66208354,Turks Head Tryggve
143180,1608571,166.539011,-77.6785787,Big Razorback
143182,1608576,166.4617634,-77.67033384,Little Razorback
143183,1608577,166.8480015,-77.73887543,Hutton Cliffs
143193,1608591,166.4617634,-77.68956342,Big Razorback
143194,1608593,166.4617634,-77.6785787,Big Razorback
143202,1608612,166.751442,-77.65658032,Turks Head Tryggve
143208,1608626,166.4424515,-77.67583102,Big Razorback
143211,1608633,166.6935062,-77.6538278,Turks Head Tryggve
143259,1608734,166.7900658,-77.74434252,Turtle Rock
143286,1608786,166.8093777,-77.66483424,Turks Head Tryggve
143295,1608806,166.8673134,-77.72519719,Hutton Cliffs
143301,1608816,166.345892,-77.67033384,Tent Island
143307,1608833,166.3845158,-77.68956342,Tent Island
143324,1608869,166.7321301,-77.65933223,Turks Head Tryggve
143332,1608891,166.539011,-77.68407227,Big Razorback
143338,1608906,166.3845158,-77.66483424,Inaccessible Island
143342,1608910,166.7707539,-77.66758434,Turks Head Tryggve
143347,1608919,166.345892,-77.66483424,Inaccessible Island
143361,1608953,166.32658,-77.66483424,Inaccessible Island
143373,1608972,166.8866253,-77.71972169,Hutton Cliffs
143383,1608998,166.5003872,-77.66483424,Little Razorback
143387,1609003,166.9252491,-77.69779563,South Base
143390,1609008,166.4231396,-77.66208354,Little Razorback
143393,1609016,166.8286896,-77.66758434,Turks Head Tryggve
143395,1609019,166.7321301,-77.65658032,Turks Head Tryggve
143417,1609067,166.8286896,-77.72793404,Hutton Cliffs
143421,1609073,166.3652039,-77.69505216,Tent Island
143425,1609078,166.3652039,-77.66483424,Inaccessible Island
143440,1609103,166.32658,-77.6785787,Tent Island
143443,1609106,166.751442,-77.74434252,Turtle Rock
143447,1609117,166.7128181,-77.65933223,Turks Head Tryggve
143451,1609124,166.7900658,-77.74707517,Turtle Rock
143459,1609137,166.539011,-77.66758434,Little Razorback
143460,1609141,166.345892,-77.69230809,Tent Island
143468,1609166,166.9059372,-77.70876347,South Base
143470,1609173,166.8093777,-77.66208354,Turks Head Tryggve
143475,1609179,166.751442,-77.66758434,Turks Head Tryggve
143481,1609186,166.32658,-77.67308273,Tent Island
143485,1609197,166.3845158,-77.69779563,Tent Island
143492,1609210,166.4424515,-77.67308273,Big Razorback
143506,1609242,166.7900658,-77.66483424,Turks Head Tryggve
143549,1609321,166.9252491,-77.70053849,South Base
143555,1609336,166.3845158,-77.69505216,Tent Island
143562,1609349,166.345892,-77.68132579,Tent Island
143564,1609352,166.5003872,-77.68132579,Big Razorback
143565,1609355,166.7707539,-77.74707517,Turtle Rock
143567,1609359,166.4810753,-77.67308273,Little Razorback
143581,1609383,166.4231396,-77.66483424,Little Razorback
143593,1609403,166.8673134,-77.72245974,Hutton Cliffs
143594,1609406,166.4810753,-77.68681814,Big Razorback
143618,1609459,166.8673134,-77.73067029,Hutton Cliffs
143620,1609461,166.32658,-77.67583102,Tent Island
143621,1609462,166.345892,-77.65933223,Inaccessible Island
143628,1609473,166.345892,-77.68956342,Tent Island
143636,1609485,166.7707539,-77.73887543,Turtle Rock
143643,1609503,166.539011,-77.68132579,Big Razorback
143650,1609513,166.751442,-77.74707517,Turtle Rock
143652,1609517,166.3652039,-77.69230809,Tent Island
143654,1609520,166.5003872,-77.68407227,Big Razorback
143659,1609533,166.7707539,-77.67033384,Turks Head Tryggve
143675,1609567,166.3845158,-77.6785787,Tent Island
143680,1609584,166.3845158,-77.68407227,Tent Island
143689,1609602,166.4810753,-77.6785787,Big Razorback
143698,1609615,166.4810753,-77.66208354,Little Razorback
143711,1609649,166.4617634,-77.67583102,Big Razorback
143714,1609652,166.345892,-77.66208354,Inaccessible Island
143716,1609654,166.4810753,-77.66483424,Little Razorback
143721,1609667,166.944561,-77.69779563,South Base
143727,1609676,166.8480015,-77.73614098,Hutton Cliffs
143728,1609677,166.3652039,-77.6785787,Tent Island
143729,1609679,166.8480015,-77.72519719,Hutton Cliffs
143738,1609694,166.5003872,-77.66758434,Little Razorback
143772,1609781,166.4810753,-77.67033384,Little Razorback
143783,1609801,166.9059372,-77.70053849,South Base
143785,1609808,166.5196991,-77.66483424,Little Razorback
143788,1609813,166.4617634,-77.68681814,Big Razorback
143790,1609816,166.9252491,-77.70328075,South Base
143792,1609819,166.32658,-77.66208354,Inaccessible Island
143807,1609850,166.4231396,-77.66758434,Little Razorback
143818,1609876,166.8286896,-77.67033384,Turks Head Tryggve
143830,1609892,166.3652039,-77.65658032,Inaccessible Island
143832,1609900,166.9059372,-77.70602241,South Base
143833,1609902,166.9059372,-77.71150393,South Base
143840,1609911,166.3845158,-77.65658032,Inaccessible Island
143842,1609914,166.345892,-77.65658032,Inaccessible Island
143860,1609949,166.7128181,-77.65658032,Turks Head Tryggve
143864,1609954,166.8673134,-77.72793404,Hutton Cliffs
143868,1609959,166.5003872,-77.68956342,Big Razorback
143880,1609986,166.4424515,-77.6785787,Big Razorback
143886,1609996,166.5196991,-77.68132579,Big Razorback
143892,1610007,166.8866253,-77.70602241,South Base
143899,1610029,166.751442,-77.74160928,Turtle Rock
143905,1610040,166.5003872,-77.6785787,Big Razorback
143908,1610044,166.8866253,-77.70876347,South Base
143910,1610047,166.32658,-77.66758434,Inaccessible Island
143912,1610050,166.751442,-77.66483424,Turks Head Tryggve
143915,1610057,166.8866253,-77.70053849,South Base
143935,1610092,166.4038277,-77.68956342,Tent Island
143942,1610105,166.8286896,-77.73614098,Hutton Cliffs
143943,1610107,166.4038277,-77.66208354,Inaccessible Island
143948,1610119,166.3845158,-77.68681814,Tent Island
143951,1610124,166.4810753,-77.68407227,Big Razorback
143961,1610148,166.3845158,-77.68132579,Tent Island
143968,1610165,166.3652039,-77.68132579,Tent Island
143994,1610211,166.4617634,-77.66758434,Little Razorback
144003,1610225,166.5003872,-77.67308273,Little Razorback
144012,1610247,166.4810753,-77.67583102,Big Razorback
144014,1610251,166.32658,-77.68132579,Tent Island
144019,1610257,166.3072681,-77.66208354,Inaccessible Island
144032,1610284,166.6935062,-77.65658032,Turks Head Tryggve
144040,1610299,166.539011,-77.67033384,Little Razorback
144046,1610309,166.3652039,-77.68681814,Tent Island
144050,1610315,166.7128181,-77.66208354,Turks Head Tryggve
145649,1622230,166.7743815,-77.66613974,Turks Head Tryggve
145651,1622238,166.3495196,-77.66338933,Inaccessible Island
145653,1622245,166.5233267,-77.68812136,Big Razorback
145661,1622264,166.3302077,-77.66613974,Inaccessible Island
145672,1622292,166.7164458,-77.6606383,Turks Head Tryggve
145680,1622313,166.3688315,-77.6606383,Inaccessible Island
145691,1622353,166.7357577,-77.6606383,Turks Head Tryggve
145702,1622385,166.4847029,-77.66888956,Little Razorback
145706,1622395,166.7743815,-77.66888956,Turks Head Tryggve
145724,1622460,166.7550696,-77.74017322,Turtle Rock
145733,1622482,166.6778219,-77.65513445,Turks Head Tryggve
145747,1622506,166.3495196,-77.69361073,Tent Island
145758,1622522,166.3881434,-77.68537577,Tent Island
145760,1622528,166.3881434,-77.6606383,Inaccessible Island
145761,1622532,166.3302077,-77.68262957,Tent Island
145762,1622535,166.7936934,-77.66888956,Turks Head Tryggve
145765,1622543,166.3302077,-77.6606383,Inaccessible Island
145772,1622569,166.8323172,-77.73196893,Hutton Cliffs
145778,1622582,166.4267672,-77.6606383,Little Razorback
145779,1622583,166.8902529,-77.70184027,South Base
145790,1622610,166.8323172,-77.66888956,Turks Head Tryggve
145792,1622616,166.3495196,-77.65788668,Inaccessible Island
145799,1622637,166.3302077,-77.67163877,Tent Island
145807,1622657,166.9288767,-77.70184027,South Base
145809,1622663,166.4847029,-77.6606383,Little Razorback
145811,1622667,166.3688315,-77.67988277,Tent Island
145820,1622698,166.7164458,-77.65513445,Turks Head Tryggve
145834,1622732,166.7743815,-77.7483721,Turtle Rock
145848,1622775,166.4847029,-77.66338933,Little Razorback
145858,1622800,166.3302077,-77.65788668,Inaccessible Island
145871,1622827,166.465391,-77.68262957,Big Razorback
145872,1622828,166.7936934,-77.66613974,Turks Head Tryggve
145876,1622840,166.5040148,-77.66613974,Little Razorback
145882,1622852,166.7357577,-77.66338933,Turks Head Tryggve
145884,1622856,166.5040148,-77.68262957,Big Razorback
145897,1622894,166.3881434,-77.67988277,Tent Island
145899,1622898,166.3688315,-77.67438737,Tent Island
145901,1622900,166.3302077,-77.68537577,Tent Island
145912,1622926,166.5040148,-77.66888956,Little Razorback
145918,1622943,166.5233267,-77.68262957,Big Razorback
145919,1622944,166.3302077,-77.67713537,Tent Island
145936,1623001,166.3495196,-77.66613974,Inaccessible Island
145939,1623007,166.5040148,-77.67163877,Little Razorback
145947,1623035,166.8516291,-77.7264964,Hutton Cliffs
145957,1623074,166.8323172,-77.73470429,Hutton Cliffs
145977,1623134,166.6971338,-77.65788668,Turks Head Tryggve
145986,1623159,166.4847029,-77.66613974,Little Razorback
146004,1623205,166.8130053,-77.66613974,Turks Head Tryggve
146005,1623206,166.3688315,-77.69361073,Tent Island
146013,1623226,166.4460791,-77.67438737,Big Razorback
146027,1623279,166.465391,-77.6606383,Little Razorback
146029,1623284,166.4847029,-77.67988277,Big Razorback
146034,1623295,166.5040148,-77.67438737,Big Razorback
146035,1623297,166.5040148,-77.66338933,Little Razorback
146049,1623338,166.5426386,-77.66888956,Little Razorback
146075,1623413,166.3495196,-77.67713537,Tent Island
146083,1623435,166.7357577,-77.65788668,Turks Head Tryggve
146088,1623462,166.9095648,-77.69909769,South Base
146091,1623469,166.7936934,-77.7483721,Turtle Rock
146092,1623470,166.4847029,-77.67713537,Big Razorback
146095,1623475,166.3688315,-77.66338933,Inaccessible Island
146101,1623490,166.465391,-77.67988277,Big Razorback
146103,1623495,166.7936934,-77.74563974,Turtle Rock
146110,1623513,166.3495196,-77.67988277,Tent Island
146112,1623523,166.3495196,-77.67438737,Tent Island
146113,1623528,166.8902529,-77.70458225,South Base
146122,1623565,166.6971338,-77.6606383,Turks Head Tryggve
146131,1623588,166.3495196,-77.68812136,Tent Island
146132,1623593,166.8516291,-77.73196893,Hutton Cliffs
146133,1623596,166.4847029,-77.67163877,Little Razorback
146137,1623607,166.870941,-77.71828311,Hutton Cliffs
146139,1623616,166.3108957,-77.6606383,Inaccessible Island
146148,1623650,166.4460791,-77.67988277,Big Razorback
146156,1623678,166.4847029,-77.69086634,Big Razorback
146158,1623687,166.8130053,-77.66888956,Turks Head Tryggve
146160,1623697,166.3881434,-77.65513445,Inaccessible Island
146166,1623715,166.870941,-77.7264964,Hutton Cliffs
146170,1623726,166.3495196,-77.67163877,Tent Island
146171,1623730,166.465391,-77.68537577,Big Razorback
146173,1623736,166.7164458,-77.65788668,Turks Head Tryggve
146183,1623773,166.3688315,-77.65788668,Inaccessible Island
146187,1623778,166.4460791,-77.68262957,Big Razorback
146191,1623787,166.7164458,-77.66613974,Turks Head Tryggve
146193,1623796,166.8323172,-77.73743905,Hutton Cliffs
146214,1623847,166.3688315,-77.66613974,Inaccessible Island
146215,1623851,166.3302077,-77.67988277,Tent Island
146218,1623864,166.8130053,-77.66338933,Turks Head Tryggve
146220,1623871,166.7936934,-77.74017322,Turtle Rock
146224,1623880,166.5233267,-77.68537577,Big Razorback
146226,1623889,166.3881434,-77.68262957,Tent Island
146230,1623897,166.3495196,-77.69086634,Tent Island
146234,1623906,166.4267672,-77.66613974,Little Razorback
146237,1623922,166.9095648,-77.70184027,South Base
146242,1623938,166.5233267,-77.66888956,Little Razorback
146252,1623965,166.465391,-77.67713537,Big Razorback
146259,1624003,166.3881434,-77.65788668,Inaccessible Island
146264,1624021,166.3108957,-77.66338933,Inaccessible Island
146303,1624156,166.8323172,-77.66613974,Turks Head Tryggve
146304,1624158,166.3495196,-77.68262957,Tent Island
146316,1624194,166.870941,-77.72375924,Hutton Cliffs
146356,1624294,166.465391,-77.68812136,Big Razorback
146361,1624314,166.5233267,-77.67163877,Little Razorback
146363,1624321,166.7357577,-77.66613974,Turks Head Tryggve
146375,1624369,166.7550696,-77.7483721,Turtle Rock
146377,1624373,166.5040148,-77.68812136,Big Razorback
146383,1624396,166.8516291,-77.72102147,Hutton Cliffs
146387,1624413,166.7743815,-77.74017322,Turtle Rock
146389,1624423,166.7743815,-77.74563974,Turtle Rock
146403,1624460,166.5426386,-77.68262957,Big Razorback
146406,1624468,166.7743815,-77.74290678,Turtle Rock
146407,1624472,166.3688315,-77.65513445,Inaccessible Island
146411,1624487,166.4847029,-77.68812136,Big Razorback
146412,1624490,166.8516291,-77.72375924,Hutton Cliffs
146415,1624495,166.4267672,-77.66338933,Little Razorback
146424,1624519,166.8902529,-77.7100644,South Base
146432,1624532,166.5040148,-77.68537577,Big Razorback
146446,1624570,166.8323172,-77.72923297,Hutton Cliffs
146450,1624588,166.4460791,-77.67713537,Big Razorback
146455,1624626,166.6778219,-77.65238162,Turks Head Tryggve
146456,1624630,166.3688315,-77.67713537,Tent Island
146479,1624698,166.7936934,-77.74290678,Turtle Rock
146480,1624704,166.3688315,-77.69635451,Tent Island
146481,1624709,166.7164458,-77.66338933,Turks Head Tryggve
146482,1624710,166.5233267,-77.67988277,Big Razorback
146487,1624721,166.9095648,-77.70458225,South Base
146504,1624767,166.3688315,-77.68262957,Tent Island
146510,1624805,166.4074553,-77.6606383,Inaccessible Island
146512,1624814,166.8902529,-77.70732362,South Base
146518,1624826,166.7550696,-77.74563974,Turtle Rock
146519,1624827,166.3881434,-77.69635451,Tent Island
146521,1624831,166.8516291,-77.73470429,Hutton Cliffs
146525,1624847,166.7550696,-77.65788668,Turks Head Tryggve
146528,1624854,166.3881434,-77.68812136,Tent Island
146531,1624867,166.5233267,-77.66613974,Little Razorback
146532,1624869,166.4460791,-77.6606383,Little Razorback
146540,1624896,166.465391,-77.66888956,Little Razorback
146541,1624900,166.4460791,-77.66888956,Little Razorback
146548,1624916,166.8516291,-77.73743905,Hutton Cliffs
146553,1624927,166.870941,-77.72102147,Hutton Cliffs
146565,1624965,166.7357577,-77.66888956,Turks Head Tryggve
146568,1624973,166.3688315,-77.65238162,Inaccessible Island
146569,1624975,166.9288767,-77.69909769,South Base
146570,1624985,166.3495196,-77.68537577,Tent Island
146571,1624986,166.465391,-77.66338933,Little Razorback
146585,1625036,166.4847029,-77.68262957,Big Razorback
146586,1625037,166.8323172,-77.7264964,Hutton Cliffs
146588,1625039,166.3881434,-77.69361073,Tent Island
146598,1625062,166.7550696,-77.6606383,Turks Head Tryggve
146599,1625065,166.465391,-77.67163877,Little Razorback
146603,1625075,166.5233267,-77.66338933,Little Razorback
146613,1625099,166.4460791,-77.66338933,Little Razorback
146614,1625101,166.6971338,-77.65513445,Turks Head Tryggve
146617,1625118,166.7550696,-77.66888956,Turks Head Tryggve
146625,1625135,166.9288767,-77.70458225,South Base
146642,1625183,166.5040148,-77.67988277,Big Razorback
146644,1625192,166.7357577,-77.74290678,Turtle Rock
146649,1625204,166.465391,-77.67438737,Big Razorback
146657,1625222,166.3302077,-77.65513445,Inaccessible Island
146658,1625223,166.5233267,-77.67713537,Big Razorback
